question_id,poll_id,cycle,state,politician,pollster_id,pollster,sponsor_ids,sponsors,display_name,sample_size,poll_population,question_population,methodology,start_date,end_date,sponsor_candidate,tracking,created_at,notes,url,source,yes,no
77744,49518,,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,,lv,IVR/Online,3/19/17,3/21/17,"",,3/22/17 10:34,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | Huffpost,46.0,54.0
77745,49519,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,3/19/17,3/21/17,"",TRUE,3/22/17 13:10,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,Huffpost | Gallup,40.0,55.0
77747,49521,,,Donald Trump,568,YouGov,352,Economist,YouGov,1500,a,a,Online,3/19/17,3/21/17,"",,3/22/17 13:30,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9atsoe30n9/econToplines.pdf,Huffpost,41.0,46.0
77748,49521,,,Donald Trump,568,YouGov,352,Economist,YouGov,1296,a,rv,Online,3/19/17,3/21/17,"",,3/22/17 13:31,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9atsoe30n9/econToplines.pdf,RCP,44.0,49.0
77759,49531,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,479,,lv,Online,3/17/17,3/21/17,"",TRUE,3/24/17 13:48,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,48.9,47.9
77762,49531,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1609,,a,Online,3/17/17,3/21/17,"",TRUE,3/24/17 13:48,,http://polling.reuters.com/#poll/CP3_2/,Reuters,46.3,47.7
77765,49531,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1362,,rv,Online,3/17/17,3/21/17,"",TRUE,3/24/17 13:48,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,49.3,48.2
77749,49522,2017,,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,1056,rv,rv,Live Phone,3/16/17,3/21/17,"",,3/22/17 13:50,,https://poll.qu.edu/images/polling/us/us03222017_Upt839fm.pdf/,RCP | Huffpost | 538,37.0,56.0
77728,49510,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,3/18/17,3/20/17,"",TRUE,3/21/17 13:02,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,Huffpost | Gallup,39.0,56.0
77727,49509,,,Donald Trump,23,American Research Group,"","",American Research Group,1100,a,a,Live Phone,3/17/17,3/20/17,"",,3/21/17 12:28,,http://americanresearchgroup.com/economy/,Huffpost,41.0,54.0
77726,49508,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,3/16/17,3/20/17,"",TRUE,3/21/17 10:56,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Huffpost | Rasmussen,50.0,50.0
77730,49512,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,486,,lv,Online,3/16/17,3/20/17,"",TRUE,3/22/17 09:54,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,48.7,47.6
77734,49512,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1581,,a,Online,3/16/17,3/20/17,"",TRUE,3/22/17 09:54,,http://polling.reuters.com/#poll/CP3_2/,Reuters,45.7,48.0
77735,49512,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1347,,rv,Online,3/16/17,3/20/17,"",TRUE,3/22/17 09:54,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,48.7,48.1
77725,49507,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,3/17/17,3/19/17,"",TRUE,3/20/17 13:05,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,Gallup,39.0,55.0
77742,49516,,,Donald Trump,1189,Morning Consult,538,Politico,Morning Consult,1927,rv,rv,Online,3/16/17,3/19/17,"",,3/22/17 09:57,,http://www.politico.com/story/2017/03/republicans-obamacare-repeal-support-236331,Huffpost,50.0,44.0
77724,49506,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,3/15/17,3/19/17,"",TRUE,3/20/17 10:02,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen,49.0,51.0
77731,49513,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,488,,lv,Online,3/15/17,3/19/17,"",TRUE,3/22/17 09:54,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,47.7,48.6
77736,49513,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1354,,rv,Online,3/15/17,3/19/17,"",TRUE,3/22/17 09:54,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,47.8,48.5
77738,49513,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1590,,a,Online,3/15/17,3/19/17,"",TRUE,3/22/17 09:54,,http://polling.reuters.com/#poll/CP3_2/,Reuters,44.8,49.2
77723,49505,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,3/16/17,3/18/17,"",TRUE,3/19/17 15:09,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,Gallup,37.0,58.0
77732,49514,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,513,,lv,Online,3/14/17,3/18/17,"",TRUE,3/22/17 09:54,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,44.6,51.2
77737,49514,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1359,,rv,Online,3/14/17,3/18/17,"",TRUE,3/22/17 09:54,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,45.6,49.6
77739,49514,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1588,,a,Online,3/14/17,3/18/17,"",TRUE,3/22/17 09:54,,http://polling.reuters.com/#poll/CP3_2/,Reuters,42.4,50.4
77721,49503,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,3/15/17,3/17/17,"",TRUE,3/18/17 14:01,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,Gallup,40.0,55.0
77729,49511,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1435,,rv,Online,3/13/17,3/17/17,"",TRUE,3/22/17 09:54,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,47.9,47.7
77733,49511,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,550,,lv,Online,3/13/17,3/17/17,"",TRUE,3/22/17 09:54,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,44.9,50.7
77740,49511,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1684,,a,Online,3/13/17,3/17/17,"",TRUE,3/22/17 09:54,,http://polling.reuters.com/#poll/CP3_2/,Reuters,44.4,48.8
77710,49498,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,3/14/17,3/16/17,"",TRUE,3/17/17 11:11,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen,48.0,52.0
77720,49502,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,3/14/17,3/16/17,"",TRUE,3/17/17 13:36,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,Gallup,41.0,54.0
77743,49517,2017,,Donald Trump,201,Harris Interactive,763,Harvard,Harris Interactive,2092,rv,rv,Online,3/14/17,3/16/17,"",,3/22/17 10:03,,http://harvardharrispoll.com/wp-content/uploads/2017/03/HCAPS-Harris-Poll-March-Wave-Limited-Top-Line_03.17.2017.pdf,Huffpost | 538,49.0,51.0
77707,49496,2017,,Donald Trump,1299,icitizen,"","",icitizen,1309,a,a,Online,3/13/17,3/16/17,"",,3/16/17 14:08,,https://icitizen.com/insights/trump-job-approval-march-13-16-2017/,538,42.0,58.0
77711,49499,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1708,,a,Online,3/12/17,3/16/17,"",TRUE,3/17/17 13:36,,http://polling.reuters.com/#poll/CP3_2/,Reuters,44.2,49.0
77714,49499,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1452,,rv,Online,3/12/17,3/16/17,"",TRUE,3/17/17 13:36,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,47.7,47.7
77717,49499,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,540,,lv,Online,3/12/17,3/16/17,"",TRUE,3/17/17 13:36,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,44.6,50.9
77708,49497,2017,,Donald Trump,1193,SurveyMonkey,"","",SurveyMonkey,12133,a,a,Online,3/10/17,3/16/17,"",,3/17/17 11:10,,https://drive.google.com/file/d/0BztOs71zt1WpZWQ2akRMZ04wbEk/view,538,46.0,53.0
77709,49497,2017,,Donald Trump,1193,SurveyMonkey,"","",SurveyMonkey,11097,a,rv,Online,3/10/17,3/16/17,"",,3/17/17 11:10,,https://drive.google.com/file/d/0BztOs71zt1WpZWQ2akRMZ04wbEk/view,538,47.0,53.0
77704,49493,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,3/13/17,3/15/17,"",TRUE,3/16/17 09:42,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen,47.0,53.0
77705,49494,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,3/13/17,3/15/17,"",TRUE,3/16/17 13:54,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,Gallup,42.0,53.0
77712,49500,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1726,,a,Online,3/11/17,3/15/17,"",TRUE,3/17/17 13:36,,http://polling.reuters.com/#poll/CP3_2/,Reuters,44.5,48.7
77715,49500,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1461,,rv,Online,3/11/17,3/15/17,"",TRUE,3/17/17 13:36,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,47.1,47.9
77718,49500,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,543,,lv,Online,3/11/17,3/15/17,"",TRUE,3/17/17 13:36,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,44.8,51.1
77699,49489,,,Donald Trump,568,YouGov,352,Economist,YouGov,1320,a,rv,Online,3/13/17,3/14/17,"",,3/15/17 12:19,,"",RCP,44.0,49.0
77700,49489,2017,,Donald Trump,568,YouGov,352,Economist,YouGov,1500,a,a,Online,3/13/17,3/14/17,"",,3/15/17 12:23,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/cik6umkx7a/econTabReport.pdf,538,41.0,49.0
77696,49486,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,3/12/17,3/14/17,"",TRUE,3/15/17 11:00,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen,45.0,54.0
77702,49491,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,3/12/17,3/14/17,"",TRUE,3/15/17 13:16,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,Gallup,40.0,54.0
77703,49492,2017,,Donald Trump,590,Fox News,149,FOX News,Fox News/Anderson Robbins Research/Shaw & Company Research,1008,rv,rv,Live Phone,3/12/17,3/14/17,"",,3/15/17 18:12,,http://www.foxnews.com/politics/interactive/2017/03/15/fox-news-poll-315/,RCP | 538,43.0,51.0
77713,49501,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1750,,a,Online,3/10/17,3/14/17,"",TRUE,3/17/17 13:36,,http://polling.reuters.com/#poll/CP3_2/,Reuters,45.3,48.9
77716,49501,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1494,,rv,Online,3/10/17,3/14/17,"",TRUE,3/17/17 13:36,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,47.8,48.2
77719,49501,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,591,,lv,Online,3/10/17,3/14/17,"",TRUE,3/17/17 13:36,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,45.1,52.0
77695,49485,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,3/11/17,3/13/17,"",TRUE,3/14/17 13:24,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,Gallup,39.0,55.0
77682,49480,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,3/9/17,3/13/17,"",TRUE,3/14/17 13:23,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | 538,46.0,53.0
77683,49481,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,562,,lv,Online,3/9/17,3/13/17,"",TRUE,3/14/17 13:24,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,47.0,50.9
77687,49481,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1747,,a,Online,3/9/17,3/13/17,"",TRUE,3/14/17 13:24,,http://polling.reuters.com/#poll/CP3_2/,Reuters,46.9,48.3
77691,49481,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1492,,rv,Online,3/9/17,3/13/17,"",TRUE,3/14/17 13:24,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,48.9,48.0
77701,49490,2017,,Donald Trump,1189,Morning Consult,"","",Morning Consult,1983,rv,rv,Online,3/9/17,3/13/17,"",,3/15/17 12:30,,https://morningconsult.com/2017/03/15/poll-republican-plan-encourage-health-coverage-unpopular-voters/,538,52.0,43.0
77681,49479,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,3/10/17,3/12/17,"",TRUE,3/13/17 13:16,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,Gallup,42.0,51.0
77698,49488,,,Donald Trump,383,Public Policy Polling,"","",Public Policy Polling,808,rv,rv,,3/10/17,3/12/17,"",,3/15/17 11:48,,"",RCP,43.0,50.0
77679,49477,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,3/8/17,3/12/17,"",TRUE,3/13/17 11:56,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | Huffpost | 538,47.0,53.0
77684,49482,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,553,,lv,Online,3/8/17,3/12/17,"",TRUE,3/14/17 13:24,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,47.8,50.2
77688,49482,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1691,,a,Online,3/8/17,3/12/17,"",TRUE,3/14/17 13:24,,http://polling.reuters.com/#poll/CP3_2/,Reuters,47.1,47.8
77692,49482,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1447,,rv,Online,3/8/17,3/12/17,"",TRUE,3/14/17 13:24,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,49.0,47.7
77722,49504,2017,,Donald Trump,1345,Kaiser Family Foundation / PSRAI,"","",Princeton Survey Research Associates International,1206,a,a,Live Phone,3/6/17,3/12/17,"",,3/18/17 14:09,,http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking-Poll-ACA-Replacement-Plans-Womens-Health,538,36.0,58.0
77810,49560,2017,,Donald Trump,370,Pew Research Center,"","",Pew Research Center,3844,a,a,Live Phone / Online,2/28/17,3/12/17,"",,3/31/17 12:28,,http://assets.pewresearch.org/wp-content/uploads/sites/12/2017/03/30145922/Mode-Study-3-31-2017-TOPLINE.pdf,Huffpost | 538,43.0,55.0
77678,49476,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,3/9/17,3/11/17,"",TRUE,3/12/17 18:03,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,Huffpost | Gallup,45.0,49.0
77685,49483,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,579,,lv,Online,3/7/17,3/11/17,"",TRUE,3/14/17 13:24,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,48.8,48.3
77689,49483,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1682,,a,Online,3/7/17,3/11/17,"",TRUE,3/14/17 13:24,,http://polling.reuters.com/#poll/CP3_2/,Reuters,47.9,46.9
77693,49483,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1438,,rv,Online,3/7/17,3/11/17,"",TRUE,3/14/17 13:24,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,49.6,47.0
77746,49520,,,Donald Trump,1027,Saint Leo University,"","",Saint Leo University,1073,a,a,Online,3/3/17,3/11/17,"",,3/22/17 13:30,,http://polls.saintleo.edu/u-s-voters-divided-more-than-ever-saint-leo-university-poll-shows/,Huffpost,44.0,51.0
77675,49474,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,3/8/17,3/10/17,"",TRUE,3/11/17 16:38,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,Huffpost | Gallup,44.0,49.0
77686,49484,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,567,,lv,Online,3/6/17,3/10/17,"",TRUE,3/14/17 13:24,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,49.7,47.4
77690,49484,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1674,,a,Online,3/6/17,3/10/17,"",TRUE,3/14/17 13:24,,http://polling.reuters.com/#poll/CP3_2/,Reuters,48.7,46.2
77694,49484,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1433,,rv,Online,3/6/17,3/10/17,"",TRUE,3/14/17 13:24,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,51.5,45.8
77664,49469,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,3/7/17,3/9/17,"",TRUE,3/10/17 12:59,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | Huffpost | 538,48.0,52.0
77665,49470,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,3/7/17,3/9/17,"",TRUE,3/10/17 13:06,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,Huffpost | 538 | Gallup,42.0,52.0
77666,49471,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1394,,rv,Online,3/5/17,3/9/17,"",TRUE,3/10/17 13:08,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,51.4,45.6
77669,49471,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,520,,lv,Online,3/5/17,3/9/17,"",TRUE,3/10/17 13:08,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,49.7,46.7
77672,49471,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1629,,a,Online,3/5/17,3/9/17,"",TRUE,3/10/17 13:08,,http://polling.reuters.com/#poll/CP3_2/,Reuters,49.0,45.3
77676,49475,2017,,Donald Trump,1193,SurveyMonkey,"","",SurveyMonkey,12257,a,a,Online,3/3/17,3/9/17,"",,3/11/17 16:44,,https://drive.google.com/file/d/0BztOs71zt1WpRnRGOFFaWkREN0k/view,538,47.0,52.0
77677,49475,2017,,Donald Trump,1193,SurveyMonkey,"","",SurveyMonkey,8947,a,rv,Online,3/3/17,3/9/17,"",,3/11/17 16:45,,https://drive.google.com/file/d/0BztOs71zt1WpRnRGOFFaWkREN0k/view,538,49.0,50.0
77661,49466,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,3/6/17,3/8/17,"",TRUE,3/9/17 11:46,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | Huffpost | 538,49.0,51.0
77662,49467,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,3/6/17,3/8/17,"",TRUE,3/9/17 13:16,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,Huffpost | Gallup,41.0,53.0
77667,49472,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1407,,rv,Online,3/4/17,3/8/17,"",TRUE,3/10/17 13:08,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,50.6,46.1
77670,49472,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,526,,lv,Online,3/4/17,3/8/17,"",TRUE,3/10/17 13:08,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,47.9,47.4
77673,49472,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1647,,a,Online,3/4/17,3/8/17,"",TRUE,3/10/17 13:08,,http://polling.reuters.com/#poll/CP3_2/,Reuters,48.3,45.6
77659,49465,,,Donald Trump,568,YouGov,352,Economist,YouGov,1500,a,a,Online,3/6/17,3/7/17,"",,3/8/17 14:01,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6dlem7baz2/econToplines.pdf,Huffpost,42.0,49.0
77660,49465,2017,,Donald Trump,568,YouGov,352,Economist,YouGov,1359,a,rv,Online,3/6/17,3/7/17,"",,3/8/17 14:25,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9deo3n58va/econTabReport.pdf,RCP | 538,44.0,50.0
77653,49462,,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,,lv,IVR/Online,3/5/17,3/7/17,"",TRUE,3/8/17 10:44,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | RCP | Huffpost,49.0,51.0
